来源：hk.jobsdb.com,生成时间：2026-06-13 21:22:47,申请总数：43,记录总数：2171
序号,公司,职位,状态,来源,薪资,记录时间
797,ATAL Technologies Limited,Engineer - IoT Project Execution (Ref: ATEC/SE),skipped_reject,SavedSearch:ai,,2026-06-13 16:28:50
798,Beehire Personnel Limited,"FSI, DevOps Engineer, in house, At least 2 Months Bonus",skipped_reject,SavedSearch:ai,,2026-06-13 16:29:05
799,Red Begonia Limited,Senior Software Developer (Card Processor),skipped_region,SavedSearch:ai,,2026-06-13 16:29:09
800,Equal Rich Enterprise Limited,IoT Project Manager - Smart Building Solutions,skipped_reject,SavedSearch:ai,,2026-06-13 16:29:21
801,Nan Fung Development Limited,Solutions Engineer,skipped_external,SavedSearch:ai,,2026-06-13 16:29:34
802,EY,FS Tax - Front-end/ Full-Stack Developer - Senior - Hong Kong,skipped_region,SavedSearch:ai,,2026-06-13 16:29:37
803,N2N-AFE (Hong Kong) Limited,Assistant Technical Operations Manager (DevOps & Automation Focus),skipped_reject,SavedSearch:ai,,2026-06-13 16:29:48
804,Career International AP (Hong Kong) Limited,Head of Quantitative Trade,skipped_reject,SavedSearch:ai,,2026-06-13 16:30:11
805,WallStone Partners & Company Limited,"Specialist, Digital Delivery & Transformation",skipped_reject,SavedSearch:ai,,2026-06-13 16:30:31
806,Tongee Medical Global (Hong Kong) Limited,Senior R&D Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 16:30:45
807,WallStone Partners & Company Limited,DevOps Technical Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:30:58
808,Hong Kong College of Technology,Assistant Lecturer  (AI / Computer Science),skipped_reject,SavedSearch:ai,,2026-06-13 16:31:10
809,OneAsia Network Limited,AI System Engineer (Cyberport site),skipped_reject,SavedSearch:ai,,2026-06-13 16:31:24
810,Bank of China (Hong Kong) Limited,Audit Manager (Data Analytics),skipped_reject,SavedSearch:ai,,2026-06-13 16:31:40
811,香港润江智算科技有限公司,HR Executive / HR Officer (Fresh Graduates Welcome),skipped_region,SavedSearch:ai,,2026-06-13 16:31:44
812,ST Partnership Limited,Data & AI Platform Lead  (Banking/ FSI),skipped_reject,SavedSearch:ai,,2026-06-13 16:31:53
813,Datawords Hong Kong Limited,Senior Business Developer,skipped_reject,SavedSearch:ai,,2026-06-13 16:32:04
814,Datawords Hong Kong Limited,Digital Marketing Team Lead,skipped_reject,SavedSearch:ai,,2026-06-13 16:32:16
815,Saka Saka Limited,Business Analyst – Commercial Planning & Analytics,skipped_reject,SavedSearch:ai,,2026-06-13 16:32:26
816,Nicoll Curtin Technology (HK) Limited,"Sales Director, FSI",skipped_region,SavedSearch:ai,,2026-06-13 16:32:29
817,Li & Fung (Trading) Ltd,Senior Manager - IT Product & Customer Success (PLM / AI Design),skipped_reject,SavedSearch:ai,,2026-06-13 16:32:44
818,Bank of China (Hong Kong) Limited,Senior / Credit Risk Manager (Credit Model Management),skipped_reject,SavedSearch:ai,,2026-06-13 16:32:59
819,Advance Focus,Senior SEO Specialist / SEO Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 16:33:11
820,Meinhardt Consulting Engineers,Executive Engineers / Senior Engineers / Engineers (Structural / Geotechnical),skipped_reject,SavedSearch:ai,,2026-06-13 16:33:24
821,WallStone Partners & Company Limited,DevOps Technical Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:33:39
822,CYC MOTOR LTD,IT Supervisor,skipped_reject,SavedSearch:ai,,2026-06-13 16:33:52
823,SmartHire by SEEK,"3D Designer / 3D Artist - up to HK$45,000 + Double Pay!",skipped_reject,SavedSearch:ai,,2026-06-13 16:34:05
824,Beijing Normal-Hong Kong Baptist University (BNBU),Senior Academic Faculty Position,skipped_reject,SavedSearch:ai,,2026-06-13 16:34:22
825,Swire Coca-Cola HK Ltd,"Commercial Leadership Manager, Customer Performance & Insight",skipped_reject,SavedSearch:ai,,2026-06-13 16:34:36
826,CITIC Futures International Company Limited,System & Project Specialist 應用系統崗,skipped_region,SavedSearch:ai,,2026-06-13 16:34:40
827,GoAnimate Hong Kong Limited,Vice President / Head of Product,skipped_region,SavedSearch:ai,,2026-06-13 16:34:43
828,Beijing Normal-Hong Kong Baptist University (BNBU),Professor/Associate/Assistant Professor/Lecturer in Environmental Science,skipped_reject,SavedSearch:ai,,2026-06-13 16:34:55
829,Buyandship Limited,(Senior) Product Designer,skipped_reject,SavedSearch:ai,,2026-06-13 16:35:06
830,DYXnet Limited,"Sales Manager - Wholesales Carrier, International Business",skipped_reject,SavedSearch:ai,,2026-06-13 16:35:18
831,HKU School of Professional & Continuing Education,College Lecturer (Mathematics & Sciences) in the Community College,skipped_reject,SavedSearch:ai,,2026-06-13 16:35:30
832,SmartHire by SEEK,Personal Assistant,skipped_reject,SavedSearch:ai,,2026-06-13 16:35:42
833,Buyandship Limited,Senior Backend Engineer – Golang Required,skipped_reject,SavedSearch:ai,,2026-06-13 16:35:55
834,Gopher Redwoods Asset Management Limited,Research Analyst (AI & Quantitative Oriented),skipped_region,SavedSearch:ai,,2026-06-13 16:35:58
835,Cannex.AI,Professional Consultant (Big 4 Audit Experience is a Must | AI Savvy),skipped_region,SavedSearch:ai,,2026-06-13 16:36:02
836,Media OutReach Limited,"Corporate Business Development Manager, Greater China",skipped_region,SavedSearch:ai,,2026-06-13 16:36:06
837,Miss Amara,Photographer/Videographer and AI editor,skipped_region,SavedSearch:ai,,2026-06-13 16:36:09
838,ABC Digital Agency Limited,SEO Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:36:30
839,SmartHire by SEEK,"Executive Officer, MD Office",skipped_reject,SavedSearch:ai,,2026-06-13 16:36:51
840,H Properties Limited,"Senior Officer, IT",skipped_region,SavedSearch:ai,,2026-06-13 16:36:55
841,Citibank (Hong Kong) Limited,Senior Algorithmic Trading & SOR Software Engineer (Senior Vice President),skipped_reject,SavedSearch:ai,,2026-06-13 16:37:08
842,Watchdog Limited,Assistant IT Manager / IT Officer (Full Time / Part Time),skipped_region,SavedSearch:ai,,2026-06-13 16:37:11
843,Happy Life Education Foundation Limited,Secondary School Computer Science Teacher,skipped_region,SavedSearch:ai,,2026-06-13 16:37:15
844,Page Executive,Head of Product - AI & Agent (Web3),skipped_region,SavedSearch:ai,,2026-06-13 16:37:18
845,Lotus Asset Management Limited,Equity Research Analyst,skipped_region,SavedSearch:ai,,2026-06-13 16:37:22
846,Michael Page International (HK) Ltd,Security Engineer,skipped_region,SavedSearch:ai,,2026-06-13 16:37:26
847,Employees Retraining Board,Senior Manager (Digital Technology and AI Governance) (Ref: SM(DTAI)-6/26),skipped_region,SavedSearch:ai,,2026-06-13 16:37:29
848,Bank of China (Hong Kong) Limited,(Senior/Deputy) Digital Finance Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:37:42
849,EPC Solutions (Hong Kong) Limited,Forward Deployed Engineer / 前線部署工程師,skipped_region,SavedSearch:ai,,2026-06-13 16:37:46
850,Vita Green Health Products Company Limited,[ To Be Defined By You - HR Professionals ],skipped_reject,SavedSearch:ai,,2026-06-13 16:37:57
851,Oasis VR Labs Limited,Senior Gameplay Programmer,skipped_reject,SavedSearch:ai,,2026-06-13 16:38:11
852,Saka Saka Limited,Strategic Planning & Business Analytics Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:38:23
853,Chamber of Young Snow Company Limited,Marketing Manager,skipped_region,SavedSearch:ai,,2026-06-13 16:38:27
854,HSM Industrial Solution Company Limited,Digital Business Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 16:38:41
855,Ralph Lauren,"Head of Clienteling & CIX, APAC",skipped_reject,SavedSearch:ai,,2026-06-13 16:39:03
856,Gopher Redwoods Asset Management Limited,AI ETF Investment Manager / ETF Portfolio Manager,skipped_region,SavedSearch:ai,,2026-06-13 16:39:07
857,SmartHire by SEEK,Personal Assistant,skipped_reject,SavedSearch:ai,,2026-06-13 16:39:20
858,Bank of China (Hong Kong) Limited,Senior Application Development Manager (Cloud Platform Design and Development),skipped_region,SavedSearch:ai,,2026-06-13 16:39:24
859,Sparkle Studios Limited,Long-Form Video Editor – Izzy Sealey,skipped_reject,SavedSearch:ai,,2026-06-13 16:39:36
860,Automated Systems (HK) Ltd,Senior Consulting Manager / Consulting Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:39:50
861,TEKsystems,Business Analyst / Assistant Project Manager - AI Digital,skipped_region,SavedSearch:ai,,2026-06-13 16:39:53
862,The Great Eagle Co Ltd,Head of AI & Data,skipped_region,SavedSearch:ai,,2026-06-13 16:39:57
863,Fabcom Limited,Associate Creative Director (Art Base),skipped_reject,SavedSearch:ai,,2026-06-13 16:40:09
864,Crystal International Group Limited,Manager - AI Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 16:40:23
865,TEKsystems,Copilot SME AI Engineer – Transform Enterprise AI,skipped_region,SavedSearch:ai,,2026-06-13 16:40:27
866,TEKsystems,AI Engineer (Investment Banking),skipped_region,SavedSearch:ai,,2026-06-13 16:40:31
867,Citibank (Hong Kong) Limited,VP Quantitative Developer,skipped_reject,SavedSearch:ai,,2026-06-13 16:40:43
868,Michael Page International (HK) Ltd,"Principal Engineer (Java, Python OR Scala)",skipped_reject,SavedSearch:ai,,2026-06-13 16:40:55
869,Oxford University Press (China) Ltd,Senior Digital Product Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 16:41:07
870,Orient Overseas Container Line Ltd (OOCL),Data Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 16:41:20
871,TransUnion Limited,"Business Analyst, Consumer Interactive",skipped_reject,SavedSearch:ai,,2026-06-13 16:41:32
872,Interfill Group Limited,AVP – Tech & Operations Internal Audit,skipped_region,SavedSearch:ai,,2026-06-13 16:41:36
873,Hutchison Telecommunications (Hong Kong) Limited,Senior / Multimedia Designer,skipped_reject,SavedSearch:ai,,2026-06-13 16:41:54
874,ConnectedGroup Limited,Data & AI Architect,skipped_region,SavedSearch:ai,,2026-06-13 16:41:57
875,China Resources Property Management Limited,AI應用高級經理,skipped_region,SavedSearch:ai,,2026-06-13 16:42:01
876,S.F. Express (Hong Kong) Ltd,Business Analyst Manager / Assistant Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:42:18
877,Medialink Entertainment Limited,AI Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 16:42:36
878,CMB International Capital Corporation Limited,Senior Data Warehouse Manager (IT),skipped_region,SavedSearch:ai,,2026-06-13 16:42:40
879,NCSI (HK) Limited,Consultant (AI Application),skipped_region,SavedSearch:ai,,2026-06-13 16:42:44
880,APJ Software (Hong Kong) Company Limited,R&D Lead (Banking Technology),applied,SavedSearch:ai,,2026-06-13 16:43:24
881,CMB Wing Lung Bank Limited,"Manager/ AVP, AI Compliance (Legal & Compliance Department)",skipped_reject,SavedSearch:ai,,2026-06-13 16:43:40
882,Bank of China (Hong Kong) Limited,(Senior) Technology Risk Manager (Artificial Intelligence),skipped_region,SavedSearch:ai,,2026-06-13 16:43:44
883,Q P Group Holdings Limited,Senior PE Manager (Manufacturing),skipped_reject,SavedSearch:ai,,2026-06-13 16:43:59
884,Saka Saka Limited,"Assistant Brand Manager – Japanese Brands (Toys, Collectibles & TCG)",skipped_reject,SavedSearch:ai,,2026-06-13 16:44:12
885,Bank of China (Hong Kong) Limited,Audit Manager (Data Analytics),skipped_reject,SavedSearch:ai,,2026-06-13 16:44:25
886,Rise Associates Asia Limited,"AM/ M, AI Implementation",skipped_reject,SavedSearch:ai,,2026-06-13 16:44:41
887,Accenture Company Limited,Senior Manager of Consulting - Accenture,skipped_reject,SavedSearch:ai,,2026-06-13 16:44:53
888,Kingsway Personnel Ltd,Japanese Speaking IT Manager (~70K),skipped_reject,SavedSearch:ai,,2026-06-13 16:45:10
889,Senior Citizen Home Safety Association,"Manager/Assistant Manager, AI Operations & Engineering",skipped_reject,SavedSearch:ai,,2026-06-13 16:45:23
890,Manpower Services (Hong Kong) Limited,Supplier Development & Procurement Manager (IT Assets - AI Hardware),skipped_reject,SavedSearch:ai,,2026-06-13 16:45:37
891,Easy View Technology International Limited,Business Development Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 16:45:50
892,OCBC Bank (Hong Kong) Limited,"Risk Data & Model Governance, AVP",skipped_reject,SavedSearch:ai,,2026-06-13 16:46:04
893,Pinpoint Asia,M365 Copilot Engineer - Enterprise AI - J12853,applied,SavedSearch:ai,,2026-06-13 16:46:39
894,Robert Half Hong Kong Limited,Data Scientist (Regional role I Perm I 40k),skipped_reject,SavedSearch:ai,,2026-06-13 16:46:56
895,CITIC Telecom International Holdings Limited,AI Technical Lead,applied,SavedSearch:ai,,2026-06-13 16:47:35
896,Rise Associates Asia Limited,Regional Business Analyst (AI Solution) - 1-year Contract,skipped_reject,SavedSearch:ai,,2026-06-13 16:47:51
897,Robert Walters (HK) Ltd,"Manager, AI Innovation - Insurance",skipped_region,SavedSearch:ai,,2026-06-13 16:47:54
898,PressLogic Limited,ChatBooster Account Manager (AI SaaS & AIGC Tools),skipped_region,SavedSearch:ai,,2026-06-13 16:47:58
899,Kyndryl,Consult Partner - Application Modernization,skipped_region,SavedSearch:ai,,2026-06-13 16:48:01
900,Ambition,"(Senior) Manager, Data Science ($50-80k + bonus) - insurance",skipped_region,SavedSearch:ai,,2026-06-13 16:48:05
901,WSP (Asia) Limited,Senior Consultant (AI and Digital),skipped_external,SavedSearch:ai,,2026-06-13 16:48:22
902,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,"Contract Systems Analyst (C39549) - AI, data warehouse, digital transformation",skipped_reject,SavedSearch:ai,,2026-06-13 16:48:37
903,Po Leung Kuk,Assistant Manager - AI,skipped_reject,SavedSearch:ai,,2026-06-13 16:48:54
904,Swing Consulting Limited,"Solution Architect (AI, Infrastructure, Bank / Finance, 65-85K)",skipped_reject,SavedSearch:ai,,2026-06-13 16:49:08
905,Morgan Mckinley Limited,"Senior Digital Solutions Manager, Large Insurance Company",skipped_region,SavedSearch:ai,,2026-06-13 16:49:12
906,Risksis Technology Limited,AI Researcher (Phd in Computer Science Preferred),applied,SavedSearch:ai,,2026-06-13 16:49:46
907,PressLogic Limited,SEO & GEO Specialist (Search & Generative Engine Optimization),skipped_region,SavedSearch:ai,,2026-06-13 16:49:50
908,Shanghai Commercial Bank Ltd,"Assistant Vice President, Digital Innovation (AI focus)",skipped_reject,SavedSearch:ai,,2026-06-13 16:50:05
909,CITIC Telecom International Holdings Limited,AI Product Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:50:23
910,CITIC Telecom International Holdings Limited,Senior Analyst Programmer / Analyst Programmer (Mobile Service Development),skipped_reject,SavedSearch:ai,,2026-06-13 16:50:38
911,Taylor Coulter,"Analyst Programmer (2 posts, Public Sector, AI project)",failed,SavedSearch:ai,,2026-06-13 16:51:19
912,TEKsystems,Data Engineer - Large Enterprise,skipped_region,SavedSearch:ai,,2026-06-13 16:51:23
913,Zero Finance Hong Kong Limited,Head Of Credit Department- Fintech\Digital product,skipped_region,SavedSearch:ai,,2026-06-13 16:51:27
914,ConnectedGroup Limited,Developer - Web Applications / AI - 35k to 55k,skipped_region,SavedSearch:ai,,2026-06-13 16:51:30
915,Orient Overseas Container Line Ltd (OOCL),Technical Analyst - Java & AI Development,skipped_reject,SavedSearch:ai,,2026-06-13 16:51:44
916,Edvance International Holdings Limited,Chief AI Officer,skipped_reject,SavedSearch:ai,,2026-06-13 16:51:58
917,Macroview Telecom Limited,Assistant Solutions Manager / Senior Solution Consultant – Observability,skipped_reject,SavedSearch:ai,,2026-06-13 16:52:10
918,eCloudvalley Technology (HK) Limited,Senior Service Delivery Manager/Service Delivery Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:52:26
919,Robert Walters (HK) Ltd,Senior Solution Architect (Insurance Life Ops),skipped_region,SavedSearch:ai,,2026-06-13 16:52:29
920,HKT,Senior Product Manager (AI/ Data/ API-based Products),skipped_reject,SavedSearch:ai,,2026-06-13 16:52:44
921,Infosys Technologies (China) Company Limited,Engagement Manager,skipped_reject,SavedSearch:ai,,2026-06-13 16:52:56
922,ATAL Engineering Ltd,Technical Engineer (AI/ML/Digital Twins Solutions),skipped_reject,SavedSearch:ai,,2026-06-13 16:53:09
923,TEKsystems,IT Business Analyst - Financial Leader- Digital Transformation (AI Exposure),skipped_region,SavedSearch:ai,,2026-06-13 16:53:12
924,KPMG,"Manager/Associate Director, Cyber Security(Simulated Attack), Tech Consulting",skipped_reject,SavedSearch:ai,,2026-06-13 16:53:26
925,Swing Consulting Limited,"Full-Stack Developer (AI / Cloud, Bank / Finance)",skipped_reject,SavedSearch:ai,,2026-06-13 16:53:39
926,CITIC Telecom International Holdings Limited,Technical Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 16:53:53
927,Hong Kong Monetary Authority,Associate Director (IT) – Solution Architect (AI & Innovation Platform),skipped_region,SavedSearch:ai,,2026-06-13 16:53:57
928,Pinpoint Asia,Data Governance Specialist (AI Data) - Top Enterprise - J12829,skipped_region,SavedSearch:ai,,2026-06-13 16:54:01
929,Clustertech Limited,Computational Scientist (ACT),failed,SavedSearch:ai,,2026-06-13 16:54:26
930,Logistics and Supply Chain MultiTech R&D Centre Limited,AI Researcher,skipped_region,SavedSearch:ai,,2026-06-13 16:54:30
931,CL Technical Services Ltd.,"System Analyst (AI, Cheung Sha Wan, over $60K)",skipped_reject,SavedSearch:ai,,2026-06-13 16:54:46
932,"The Bank of East Asia, Limited",Senior AI & Data Governance Manager - Data Science & Governance,skipped_reject,SavedSearch:ai,,2026-06-13 16:54:58
